date,fullPrice,discountedPrice,currency,title,url
2026-03-05T12:55:44.599Z,1379,1379,R$,"",https://www.mercadolivre.com.br/ps3-playstation-3--45-jogos--2-controles--nfe-e-garantia/up/MLBU3357971371#polycard_client=search-desktop&search_layout=grid&position=1&type=product&tracking_id=79322a90-e860-4045-b8f3-a5966ebdbf20&wid=MLB4162134459&sid=search
