date,fullPrice,discountedPrice,currency,title,url
2026-03-04T12:01:08.082Z,3499,3499,R$,"",https://www.mercadolivre.com.br/apple-iphone-14-128-gb-azul/p/MLB19615339#polycard_client=search-desktop&search_layout=grid&position=1&type=product&tracking_id=be55df32-5a90-4a4d-b46f-edc7493871b9&wid=MLB6164618094&sid=search
2026-03-05T12:00:51.655Z,3096.04,3096.04,R$,"",https://www.mercadolivre.com.br/apple-iphone-14-256-gb-meia-noite-bom-recondicionado/p/MLB2000017029#polycard_client=search-desktop&search_layout=grid&position=1&type=product&tracking_id=f05cc29a-c3d0-419d-98ca-ccdc66c820aa&wid=MLB3968611579&sid=search
