date,fullPrice,discountedPrice,currency,title,url
2026-03-04T12:00:34.220Z,329.9,329.9,R$,"",https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9WNool1En0EpkrXm3UuSMacNBLMjRK2LGgjvOn2O8D27pRJRPTTJDKRKxxW6fsBWIsbcWNeACDaz7%2FDmeSDSXvmqdRbBgftoxpwzWjC%2FB2%2BKcYXeqvt0qfuN59vg9n8n5jGpE98uLUjgi609sozBssLn6ud1rgB4WTJS6EOTKTYCTSWgxvd2Y21wBM5%2B1jnXdSiZlhJDo9c1W5m0eF21oAfQbjgoonMH8iCHgrvfa2C4B%2FgmoR9UqBExnWtdOymCCpTYHbvRuOKTxCMUUcPZ75ch7OdU00233uC1eeFanzbJiqQXFS8NZ1IE4xItPL2KN%2BAh0UWro01CE6nLNckXqf1U03GlQe8Pv1RIngVglTmpxcjR75xwDQe%2FXG%2FFhtg0XNbxxD00RWeZX88%2FC%2BnsM08DBoKn%2FFoXWyckq3Wn4MbbUoQORo1OvQCuR%2FPn0rZ95S2YCwVNyI7%2Fo%2B8uULzG8%2F8SgMh2xm94hAe5hcv7nELXL%2ByscxNyQuK5DvECPrV1q0c8IGQ2SmuTgRRKi3F5uiQBwPGk4%2BbUUrpAJf%2FAzKxFY5zPIte5v6%2B8LAxTpdpR12kaf2pfo3J51tzpS4t5lGB8G3wXidSoYYbN2Jf3b6zTaJpL%2FOj3UIch6pxe1V3QG7I8MRVFM6ZfqECt4kr56sugQ87vNlMMaEo6CP03II%2FJheajKZkqZiOaMfk0dL7xvhImkerWa7WnL67%2FBxPX%2FbX03%2BQojs%2FA2Bnfc1nwV9s94kEiw1Y2Vgccs40LE4gbH699trLiBiV36dSyetmCvujbITWafEiGInPqfNN%2BR5pUU5JuBia6R5ncl8gwhAF3pmlMGuuyJPciSt%2BtEZg%3D&searchVariation=181858536546#polycard_client=search-desktop&is_advertising=true&searchVariation=181858536546&search_layout=grid&position=1&type=pad&tracking_id=176c9c80-8c53-4e41-904a-2111e02750c3
2026-03-05T12:00:22.451Z,329.9,329.9,R$,"",https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=JY9LXeQr3KDMG1iCqRTANtp0rY4ulYlf89Nl9j297%2FrS%2BGHY4A4P%2BuizYpYXoGYqUEKVypd2DF74rIuq9ZaYZffUhtw1dtnvRChH9nmrf2RuSD6KMTIZHlidgs1H275RJWgAKXopD9eioVKzqmjzQkYRzs%2Fqh9NdvLptyDBOelpd%2BEmIT%2BnyFkCifcYIxKXE6ZmKhOlpqMQfVdkUR9RaECOousKDcodO1et6gL4emtay1exiaRcr6huQMD2En1gd2%2BBEu42sxV7qHnHTE%2Frrb7xN1jw3nHkN7ZwQL507uruQBBYBW4g7G5UOs2GbvAo73UCzYz2NlFqPOwPFyjcM8Gjx%2Fp2YXE5LJXuiBBej1Xw69wjg8P5VxMJfdUV2tdvGphH1s4lH3n67fKsudM%2Fh2a5cktQmkxMujg%2FBXWyetllj0vKf%2F7mIGJw7zcJIjhBcvyqdmJotFTmCwEkqzca3aAJIkBRb6SQnFIznZaGDHrlyHgJUT9O68nbdf9u5tO8kfvReaYJBT5bGnczy9MkeI5rWyquPcEf4EtBvLfmbD519%2FRygJ0OS8bNb5Xi1aW80By8j9CeVwAITTkRAfzsRGXeEqOcLZwtpsKz6U6iZkunxVNGjkzmAbGJAhfaeoqHDZoUHidpaQ0w4norDbAfsvZSZnz6saSI8G9Ttjmg3vCJ7tVHnU8lwMdB1hgEY1805XmpWtPbkw7s75xkXYS1Fwdre28x8z6oovYz1BifAbxZRWl6dljOwAxRJ6spDYjUji9AEbwOK0X6a1vPkOsDJIxdwlBLCJD%2FEP6LMVW9%2B3TJQxdKxfZwxcamvDnlC8WLpK4bTuxXShSTUOZbwKMNX&searchVariation=181858536544#polycard_client=search-desktop&is_advertising=true&searchVariation=181858536544&search_layout=grid&position=1&type=pad&tracking_id=83b77640-760a-4e87-9547-a4e99967fb97
